0,hello,INTJ,O
0,dr,INTJ,O
0,",",PUNCT,O
0,my,PRON,O
0,age,NOUN,O
0,29,NUM,O
0,years,NOUN,O
0,old,ADJ,O
0,is,AUX,O
0,37,NUM,B-Symptom
0,weeks,NOUN,I-Symptom
0,pregnancy,NOUN,E-Symptom
0,.,PUNCT,O
0,no,DET,O
0,medical,ADJ,O
0,history,NOUN,O
0,but,CCONJ,O
0,i,PRON,O
0,have,VERB,O
0,dust,NOUN,B-Symptom
0,allergy,NOUN,E-Symptom
0,because,ADP,O
0,of,ADP,O
0,allery,NOUN,O
0,i,PRON,O
0,had,VERB,O
0,cold,ADJ,B-Symptom
0,.,PUNCT,O
0,past,ADJ,O
0,few,ADJ,O
0,days,NOUN,O
0,i,PRON,O
0,am,AUX,O
0,very,ADV,O
0,much,ADV,O
0,suffer,VERB,O
0,with,ADP,O
0,cold,ADJ,B-Symptom
0,and,CCONJ,O
0,cough,NOUN,B-Symptom
0,",",PUNCT,O
0,and,CCONJ,O
0,severe,ADJ,O
0,throat,NOUN,B-Symptom
0,infection,NOUN,E-Symptom
0,due,ADP,O
0,to,ADP,O
0,these,DET,O
0,conditions,NOUN,O
0,",",PUNCT,O
0,especially,ADV,O
0,over,ADP,B-Symptom
0,nigh,ADJ,I-Symptom
0,times,NOUN,I-Symptom
0,cough,VERB,I-Symptom
0,with,ADP,I-Symptom
0,watery,ADJ,I-Symptom
0,saliva,NOUN,E-Symptom
0,is,AUX,O
0,coming,VERB,O
0,out,ADV,O
0,even,ADV,O
0,in,ADP,O
0,the,DET,O
0,morning,NOUN,O
0,also,ADV,O
0,",",PUNCT,O
0,so,ADV,O
0,i,PRON,O
0,can,AUX,O
0,t,PART,O
0,sleep,VERB,O
0,properly,ADV,O
0,.,PUNCT,O
0,i,PRON,O
0,took,VERB,B-Symptom
0,antibiotics,NOUN,I-Symptom
0,and,CCONJ,O
0,levocitrizine,NOUN,I-Symptom
0,but,CCONJ,I-Symptom
0,it,PRON,I-Symptom
0,not,PART,I-Symptom
0,yet,ADV,I-Symptom
0,curried,VERB,E-Symptom
0,",",PUNCT,O
0,could,AUX,O
0,you,PRON,O
0,plz,NOUN,O
0,suggest,VERB,O
0,me,PRON,O
0,i,PRON,O
0,am,AUX,O
0,very,ADV,O
0,much,ADV,O
0,fear,NOUN,O
0,in,ADP,O
0,this,DET,O
0,period,NOUN,O
0,.,PUNCT,O
0,thank,VERB,O
0,you,PRON,O
0,.,PUNCT,O
1,hello,INTJ,O
1,doctor,NOUN,O
1,",",PUNCT,O
1,i,PRON,O
1,am,AUX,O
1,suffering,VERB,O
1,from,ADP,O
1,depression,NOUN,B-Symptom
1,.,PUNCT,O
1,it,PRON,O
1,has,AUX,O
1,been,AUX,O
1,four,NUM,O
1,years,NOUN,O
1,.,PUNCT,O
1,i,PRON,O
1,am,AUX,O
1,always,ADV,O
1,demotivated,VERB,B-Symptom
1,.,PUNCT,O
1,i,PRON,O
1,was,AUX,O
1,average,ADJ,O
1,student,NOUN,O
1,but,CCONJ,O
1,then,ADV,O
1,i,PRON,O
1,became,VERB,O
1,a,DET,O
1,failure,NOUN,O
1,.,PUNCT,O
1,i,PRON,O
1,can,AUX,O
1,not,PART,O
1,concentrate,VERB,O
1,on,ADP,O
1,studies,NOUN,O
1,.,PUNCT,O
1,i,PRON,O
1,feel,VERB,O
1,like,SCONJ,O
1,god,PROPN,O
1,is,AUX,O
1,talking,VERB,O
1,to,ADP,O
1,me,PRON,O
1,and,CCONJ,O
1,orders,VERB,O
1,me,PRON,O
1,certain,ADJ,O
1,things,NOUN,O
1,which,PRON,O
1,i,PRON,O
1,must,AUX,O
1,do,VERB,O
1,.,PUNCT,O
1,i,PRON,O
1,always,ADV,O
1,feel,VERB,O
1,like,SCONJ,O
1,third,ADJ,O
1,person,NOUN,O
1,is,AUX,O
1,ordering,VERB,O
1,me,PRON,O
1,and,CCONJ,O
1,i,PRON,O
1,get,AUX,O
1,tired,ADJ,O
1,answering,VERB,O
1,them,PRON,O
1,.,PUNCT,O
1,i,PRON,O
1,feel,VERB,O
1,like,SCONJ,O
1,i,PRON,O
1,have,AUX,O
1,become,VERB,O
1,a,DET,O
1,small,ADJ,O
1,child,NOUN,O
1,of,ADP,O
1,second,ADJ,O
1,grade,NOUN,O
1,.,PUNCT,O
2,i,PRON,O
2,have,VERB,O
2,stomach,NOUN,B-Symptom
2,pain,NOUN,E-Symptom
2,and,CCONJ,O
2,itchy,ADJ,B-Symptom
2,rectum,NOUN,E-Symptom
2,for,ADP,O
2,the,DET,O
2,past,ADJ,O
2,few,ADJ,O
2,days,NOUN,O
2,.,PUNCT,O
2,i,PRON,O
2,have,AUX,O
2,been,AUX,O
2,taking,VERB,O
2,metronidazol,PROPN,O
2,500mg,NUM,O
2,for,ADP,O
2,a,DET,O
2,week,NOUN,O
2,but,CCONJ,O
2,it,PRON,O
2,was,AUX,O
2,giving,VERB,O
2,me,PRON,O
2,dizziness,NOUN,B-Symptom
2,",",PUNCT,O
2,vertigo,NOUN,B-Symptom
2,.,PUNCT,O
2,i,PRON,O
2,have,AUX,O
2,also,ADV,O
2,headaches,NOUN,B-Symptom
2,",",PUNCT,O
2,muscles,NOUN,B-Symptom
2,twitches,NOUN,I-Symptom
2,in,ADP,I-Symptom
2,eye,NOUN,I-Symptom
2,lid,NOUN,E-Symptom
2,",",PUNCT,O
2,temporal,ADJ,O
2,",",PUNCT,O
2,neck,NOUN,B-Symptom
2,pain,NOUN,E-Symptom
2,",",PUNCT,O
2,back,NOUN,B-Symptom
2,pain,NOUN,E-Symptom
2,.,PUNCT,O
2,i,PRON,O
2,have,VERB,O
2,to,PART,O
2,go,VERB,O
2,back,ADV,O
2,and,CCONJ,O
2,see,VERB,O
2,my,PRON,O
2,doctor,NOUN,O
2,",",PUNCT,O
2,i,PRON,O
2,really,ADV,O
2,do,AUX,O
2,not,PART,O
2,know,VERB,O
2,what,PRON,O
2,i,PRON,O
2,have,VERB,O
2,.,PUNCT,O
2,blood,NOUN,O
2,work,NOUN,O
2,ok,ADJ,O
2,",",PUNCT,O
2,ct,NOUN,O
2,scan,NOUN,O
2,did,AUX,O
2,not,PART,O
2,reveale,VERB,O
2,crohn,NOUN,O
2,s,PART,O
2,disease,NOUN,O
2,(,PUNCT,O
2,and,CCONJ,O
2,another,DET,O
2,one,NOUN,O
2,is,AUX,O
2,negative,ADJ,O
2,for,ADP,O
2,brain,NOUN,O
2,tumor,NOUN,O
2,or,CCONJ,O
2,bleeding,NOUN,O
2,),PUNCT,O
2,.,PUNCT,O
2,could,AUX,O
2,you,PRON,O
2,help,VERB,O
2,oriente,PROPN,O
2,me,PRON,O
2,?,PUNCT,O
2,thank,VERB,O
2,you,PRON,O
2,very,ADV,O
2,much,ADV,O
3,hi,INTJ,O
3,i,PRON,O
3,have,AUX,O
3,had,VERB,O
3,4,NUM,O
3,chest,NOUN,B-Symptom
3,infections,NOUN,E-Symptom
3,since,ADP,O
3,christmas,PROPN,O
3,.,PUNCT,O
3,the,DET,O
3,one,NOUN,O
3,at,ADP,O
3,christmas,PROPN,O
3,was,AUX,O
3,really,ADV,O
3,bad,ADJ,O
3,",",PUNCT,O
3,i,PRON,O
3,just,ADV,O
3,felt,VERB,O
3,so,ADV,O
3,ill,ADJ,O
3,.,PUNCT,O
3,went,VERB,O
3,to,ADP,O
3,the,DET,O
3,doctor,NOUN,O
3,after,ADP,O
3,an,DET,O
3,xray,NOUN,O
3,and,CCONJ,O
3,they,PRON,O
3,thought,VERB,O
3,i,PRON,O
3,may,AUX,O
3,have,AUX,O
3,had,VERB,O
3,tb,NOUN,O
3,this,DET,O
3,morning,NOUN,O
3,i,PRON,O
3,have,VERB,O
3,a,DET,O
3,pain,NOUN,B-Symptom
3,at,ADP,I-Symptom
3,the,DET,I-Symptom
3,top,NOUN,I-Symptom
3,of,ADP,I-Symptom
3,chest,NOUN,I-Symptom
3,on,ADP,I-Symptom
3,the,DET,I-Symptom
3,left,ADJ,I-Symptom
3,side,NOUN,E-Symptom
3,",",PUNCT,O
3,could,AUX,O
3,this,PRON,O
3,be,AUX,O
3,pleurisy,NOUN,O
3,.,PUNCT,O
3,my,PRON,O
3,father,NOUN,O
3,had,VERB,O
3,this,PRON,O
3,so,ADV,O
3,i,PRON,O
3,know,VERB,O
3,some,DET,O
3,of,ADP,O
3,the,DET,O
3,symptoms,NOUN,O
3,.,PUNCT,O
3,should,AUX,O
3,i,PRON,O
3,go,VERB,O
3,to,ADP,O
3,the,DET,O
3,hospital,NOUN,O
3,?,PUNCT,O
3,i,PRON,O
3,have,AUX,O
3,never,ADV,O
3,smoked,VERB,O
3,and,CCONJ,O
3,the,DET,O
3,doctor,NOUN,O
3,reassured,VERB,O
3,me,PRON,O
3,it,PRON,O
3,isn,AUX,O
3,t,NOUN,O
3,cancer,NOUN,O
3,.,PUNCT,O
3,apparently,ADV,O
3,i,PRON,O
3,have,VERB,O
3,thickening,NOUN,O
3,and,CCONJ,O
3,scar,NOUN,B-Symptom
3,tissue,NOUN,E-Symptom
3,on,ADP,O
3,one,NUM,O
3,of,ADP,O
3,my,PRON,O
3,lungs,NOUN,O
3,.,PUNCT,O
3,i,PRON,O
3,am,AUX,O
3,going,VERB,O
3,for,ADP,O
3,a,DET,O
3,ct,NOUN,O
3,scan,NOUN,O
3,on,ADP,O
3,the,DET,O
3,15th,NOUN,O
3,.,PUNCT,O
4,hi,INTJ,O
4,",",PUNCT,O
4,can,AUX,O
4,i,PRON,O
4,use,VERB,O
4,ampiclox,NOUN,O
4,for,ADP,O
4,cough,NOUN,B-Symptom
4,.,PUNCT,O
4,the,DET,O
4,cough,NOUN,B-Symptom
4,very,ADV,O
4,similar,ADJ,O
4,to,ADP,O
4,bronchial,ADJ,B-Symptom
4,spasms,NOUN,E-Symptom
4,or,CCONJ,O
4,wheezing,NOUN,B-Symptom
4,.,PUNCT,O
4,i,PRON,O
4,have,AUX,O
4,been,AUX,O
4,using,VERB,O
4,a,DET,O
4,ventolin,NOUN,O
4,inhaler,NOUN,O
4,for,ADP,O
4,the,DET,O
4,past,ADJ,O
4,week,NOUN,O
4,",",PUNCT,O
4,but,CCONJ,O
4,i,PRON,O
4,am,AUX,O
4,still,ADV,O
4,getting,VERB,O
4,the,DET,O
4,symptoms,NOUN,O
4,.,PUNCT,O
4,i,PRON,O
4,thought,VERB,O
4,that,SCONJ,O
4,i,PRON,O
4,might,AUX,O
4,have,AUX,O
4,contracted,VERB,O
4,a,DET,O
4,bacteria,NOUN,O
4,or,CCONJ,O
4,virus,NOUN,O
4,",",PUNCT,O
4,so,ADV,O
4,i,PRON,O
4,though,ADV,O
4,i,PRON,O
4,eliminate,VERB,O
4,the,DET,O
4,source,NOUN,O
4,of,ADP,O
4,the,DET,O
4,symptoms,NOUN,O
4,by,SCONJ,O
4,taking,VERB,O
4,ampiclox,NOUN,O
4,.,PUNCT,O
4,please,INTJ,O
4,what,PRON,O
4,do,AUX,O
4,you,PRON,O
4,advice,VERB,O
5,hi,INTJ,O
5,",",PUNCT,O
5,may,AUX,O
5,i,PRON,O
5,answer,VERB,O
5,your,PRON,O
5,health,NOUN,O
5,queries,NOUN,O
5,right,ADV,O
5,now,ADV,O
5,?,PUNCT,O
5,please,INTJ,O
5,type,VERB,O
5,your,PRON,O
5,query,NOUN,O
5,here,ADV,O
5,.,PUNCT,O
5,i,PRON,O
5,have,VERB,O
5,the,DET,O
5,milk,NOUN,O
5,ducts,NOUN,O
5,removed,VERB,O
5,from,ADP,O
5,my,PRON,O
5,right,ADJ,O
5,breast,NOUN,O
5,4,NUM,O
5,years,NOUN,O
5,ago,ADV,O
5,because,ADP,O
5,of,ADP,O
5,a,DET,O
5,bloody,ADJ,B-Symptom
5,discharge,NOUN,E-Symptom
5,",",PUNCT,O
5,then,ADV,O
5,2,NUM,O
5,years,NOUN,O
5,ago,ADV,O
5,i,PRON,O
5,had,VERB,O
5,a,DET,O
5,bloody,ADJ,B-Symptom
5,discharge,NOUN,E-Symptom
5,and,CCONJ,O
5,lump,NOUN,B-Symptom
5,in,ADP,I-Symptom
5,my,PRON,I-Symptom
5,left,ADJ,I-Symptom
5,breast,NOUN,E-Symptom
5,and,CCONJ,O
5,then,ADV,O
5,had,VERB,O
5,a,DET,O
5,mastectomy,NOUN,O
5,.,PUNCT,O
5,my,PRON,O
5,question,NOUN,O
5,is,AUX,O
5,-,PUNCT,O
5,can,AUX,O
5,i,PRON,O
5,get,VERB,O
5,cancer,NOUN,O
5,in,ADP,O
5,my,PRON,O
5,right,ADJ,O
5,breast,NOUN,O
5,now,ADV,O
5,that,SCONJ,O
5,the,DET,O
5,milk,NOUN,O
5,ducts,NOUN,O
5,have,AUX,O
5,been,AUX,O
5,removed,VERB,O
6,i,PRON,O
6,had,VERB,O
6,a,DET,O
6,pretty,ADV,O
6,bad,ADJ,O
6,concussion,NOUN,B-Symptom
6,that,PRON,O
6,lasted,VERB,O
6,3,NUM,O
6,months,NOUN,O
6,-,PUNCT,O
6,a,DET,O
6,3,NUM,O
6,month,NOUN,O
6,long,ADJ,O
6,dream,NOUN,O
6,.,PUNCT,O
6,everything,PRON,O
6,is,AUX,O
6,gone,ADJ,O
6,now,ADV,O
6,except,ADP,O
6,for,ADP,O
6,the,DET,O
6,ringing,NOUN,B-Symptom
6,in,ADP,O
6,my,PRON,O
6,ears,NOUN,O
6,",",PUNCT,O
6,which,PRON,O
6,is,AUX,O
6,still,ADV,O
6,around,ADV,O
6,after,ADP,O
6,6,NUM,O
6,months,NOUN,O
6,.,PUNCT,O
6,why,ADV,O
6,do,AUX,O
6,you,PRON,O
6,get,VERB,O
6,such,ADJ,O
6,weird,ADJ,O
6,symptoms,NOUN,O
6,i,PRON,O
6,have,VERB,O
6,a,DET,O
6,previous,ADJ,O
6,functional,ADJ,O
6,brain,NOUN,O
6,injury,NOUN,O
6,that,PRON,O
6,made,VERB,O
6,me,PRON,O
6,unable,ADJ,O
6,to,PART,O
6,read,VERB,O
